CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKCIPLA28-APR-2026,1348.2000000,1348.2000000,1356.2000000,1344.8000000,1355.1000000,1355.1000000,0.5100000,75.0000000,9750.0000000,26.0000000,13161450.0000000
FUTSTKCIPLA30-MAR-2026,1340.2000000,1337.0000000,1349.4000000,1335.0000000,1347.7000000,1347.7000000,0.5500000,1191.0000000,61125.0000000,163.0000000,82018950.0000000
FUTSTKCIPLA24-FEB-2026,1332.2000000,1335.0000000,1341.4000000,1325.9000000,1339.1000000,1339.1000000,0.5100000,36616.0000000,1057875.0000000,2821.0000000,1412257875.0000000
FUTSTKCUMMINSIND24-FEB-2026,4188.1000000,4104.0000000,4414.9000000,4015.5000000,4383.0000000,4383.0000000,4.6500000,16642.0000000,3230400.0000000,16152.0000000,13790698780.0000000
FUTSTKCUMMINSIND30-MAR-2026,4208.1000000,4040.0000000,4425.0000000,4040.0000000,4395.5000000,4395.5000000,4.4500000,256.0000000,140200.0000000,701.0000000,603765480.0000000
FUTSTKCUMMINSIND28-APR-2026,4240.6000000,4140.0000000,4440.0000000,4120.0000000,4425.1000000,4425.1000000,4.3500000,13.0000000,6400.0000000,32.0000000,27709900.0000000
FUTSTKDABUR24-FEB-2026,502.1000000,500.9500000,508.5000000,498.9500000,505.2000000,505.2000000,0.6100000,20836.0000000,2607500.0000000,2086.0000000,1318860500.0000000
FUTSTKDABUR30-MAR-2026,503.9000000,502.9000000,510.8000000,502.9000000,508.2500000,508.2500000,0.8600000,266.0000000,131250.0000000,105.0000000,66731625.0000000
FUTSTKDABUR28-APR-2026,506.9500000,507.0000000,513.0000000,507.0000000,510.5000000,510.5000000,0.7000000,65.0000000,22500.0000000,18.0000000,11498125.0000000
FUTSTKICICIBANK30-MAR-2026,1421.2000000,1416.5000000,1423.3000000,1408.8000000,1410.7000000,1410.7000000,-0.7300000,18641.0000000,333900.0000000,477.0000000,472712800.0000000
FUTSTKICICIBANK28-APR-2026,1429.3000000,1431.0000000,1431.3000000,1417.8000000,1418.9000000,1418.9000000,-0.7200000,449.0000000,46900.0000000,67.0000000,66867500.0000000
FUTSTKICICIBANK24-FEB-2026,1412.1000000,1414.0000000,1414.4000000,1399.7000000,1401.8000000,1401.8000000,-0.7200000,160086.0000000,8402800.0000000,12004.0000000,11821433400.0000000
FUTSTKINDUSTOWER28-APR-2026,452.1500000,450.5500000,450.8500000,446.4000000,446.4500000,447.9000000,-0.9300000,45.0000000,8500.0000000,5.0000000,3811655.0000000
FUTSTKINDUSTOWER30-MAR-2026,449.8500000,448.0000000,450.0000000,442.6000000,445.5500000,445.5500000,-0.9500000,330.0000000,161500.0000000,95.0000000,71956665.0000000
FUTSTKINDUSTOWER24-FEB-2026,447.3500000,446.4000000,447.3000000,439.5000000,443.1000000,443.1000000,-0.9500000,51261.0000000,6101300.0000000,3589.0000000,2702353405.0000000
FUTSTKJUBLFOOD28-APR-2026,515.3000000,518.0000000,539.5000000,517.1000000,537.3000000,537.3000000,4.2600000,117.0000000,205000.0000000,164.0000000,109048250.0000000
FUTSTKJUBLFOOD30-MAR-2026,515.9500000,517.0000000,541.2000000,517.0000000,539.1000000,539.1000000,4.4800000,938.0000000,1196250.0000000,957.0000000,638012187.5000000
FUTSTKJUBLFOOD24-FEB-2026,519.0500000,523.3500000,546.2500000,518.9000000,543.8500000,543.8500000,4.7700000,17626.0000000,10498750.0000000,8399.0000000,5634795000.0000000
FUTSTKPRESTIGE30-MAR-2026,1542.1000000,1527.8000000,1540.5000000,1500.0000000,1535.9000000,1535.9000000,-0.4000000,166.0000000,43200.0000000,96.0000000,65817945.0000000
FUTSTKPRESTIGE24-FEB-2026,1535.2000000,1521.7000000,1534.5000000,1491.2000000,1528.5000000,1528.5000000,-0.4300000,8168.0000000,813600.0000000,1808.0000000,1233283230.0000000
FUTSTKPRESTIGE28-APR-2026,1552.8000000,0.0000000,0.0000000,0.0000000,,1545.8000000,-0.4500000,7.0000000,0.0000000,0.0000000,0.0000000
FUTSTKSBILIFE28-APR-2026,2067.4000000,2050.4000000,2050.4000000,2033.1000000,2041.4000000,2041.4000000,-1.2500000,104.0000000,3375.0000000,9.0000000,6884850.0000000
FUTSTKSBILIFE24-FEB-2026,2047.4000000,2052.9000000,2052.9000000,2013.9000000,2023.2000000,2023.2000000,-1.1800000,26101.0000000,830625.0000000,2215.0000000,1681232175.0000000
FUTSTKSBILIFE30-MAR-2026,2059.0000000,2057.7000000,2059.9000000,2025.0000000,2034.6000000,2034.6000000,-1.1800000,513.0000000,50625.0000000,135.0000000,103018987.5000000
FUTSTKSRF30-MAR-2026,2948.9000000,2940.8000000,2945.7000000,2919.0000000,2933.1000000,2933.1000000,-0.5300000,269.0000000,16000.0000000,80.0000000,46852060.0000000
FUTSTKSRF28-APR-2026,2965.0000000,2935.0000000,2955.0000000,2918.1000000,2952.0000000,2942.4000000,-0.7600000,22.0000000,2200.0000000,11.0000000,6474520.0000000
FUTSTKSRF24-FEB-2026,2934.7000000,2946.9000000,2946.9000000,2897.9000000,2919.5000000,2919.5000000,-0.5100000,17207.0000000,251200.0000000,1256.0000000,732590600.0000000
FUTSTKSUZLON24-FEB-2026,49.9600000,50.2000000,50.2000000,47.2600000,48.0200000,48.0200000,-3.8800000,32654.0000000,96847275.0000000,10731.0000000,4698020517.2500000
FUTSTKSUZLON30-MAR-2026,50.2000000,50.3000000,50.3000000,47.5600000,48.3000000,48.3000000,-3.7800000,1695.0000000,8844500.0000000,980.0000000,429837014.2500000
FUTSTKSUZLON28-APR-2026,50.5300000,50.4500000,50.4500000,48.0600000,48.6200000,48.6200000,-3.7700000,232.0000000,1164225.0000000,129.0000000,56947659.7500000
FUTSTKTATACONSUM30-MAR-2026,1165.8000000,1163.2000000,1174.4000000,1156.8000000,1168.2000000,1168.2000000,0.2000000,669.0000000,83050.0000000,151.0000000,96810780.0000000
FUTSTKTATACONSUM24-FEB-2026,1158.2000000,1155.7000000,1167.4000000,1150.0000000,1161.2000000,1161.2000000,0.2500000,23444.0000000,1506450.0000000,2739.0000000,1743644815.0000000
FUTSTKTATACONSUM28-APR-2026,1172.7000000,1172.7000000,1172.7000000,1163.7000000,1168.0000000,1170.3000000,-0.2000000,47.0000000,3850.0000000,7.0000000,4495480.0000000
FUTSTKADANIENSOL24-FEB-2026,992.9000000,993.2000000,1019.7500000,990.0000000,1014.6000000,1014.6000000,2.1800000,31097.0000000,2485350.0000000,3682.0000000,2494970100.0000000
FUTSTKADANIENSOL30-MAR-2026,997.6000000,998.4500000,1025.0000000,995.6000000,1019.5500000,1019.5500000,2.2000000,374.0000000,101250.0000000,150.0000000,101991251.2500000
FUTSTKADANIENSOL28-APR-2026,1002.9000000,1003.5000000,1030.1000000,1001.9000000,1025.0000000,1025.0000000,2.2000000,78.0000000,17550.0000000,26.0000000,17845616.2500000
FUTSTKBEL30-MAR-2026,442.9500000,441.0000000,441.1000000,430.9000000,435.0500000,435.0500000,-1.7800000,5364.0000000,1556100.0000000,1092.0000000,676605746.2500000
FUTSTKBEL28-APR-2026,445.3500000,444.5000000,444.5000000,433.5500000,438.2000000,438.2000000,-1.6000000,969.0000000,243675.0000000,171.0000000,106658328.7500000
FUTSTKBEL24-FEB-2026,441.2000000,441.4000000,441.4000000,428.8500000,433.4500000,433.4500000,-1.7500000,73790.0000000,13487625.0000000,9465.0000000,5841852765.0000000
FUTSTKBLUESTARCO30-MAR-2026,1891.8000000,1879.4000000,1879.4000000,1849.4000000,1859.6000000,1859.6000000,-1.7000000,529.0000000,148525.0000000,457.0000000,276646467.5000000
FUTSTKBLUESTARCO28-APR-2026,1903.9000000,0.0000000,0.0000000,0.0000000,,1885.1000000,-0.9800000,13.0000000,0.0000000,0.0000000,0.0000000
FUTSTKBLUESTARCO24-FEB-2026,1887.7000000,1891.5000000,1891.5000000,1843.3000000,1860.6000000,1860.6000000,-1.4300000,7122.0000000,596375.0000000,1835.0000000,1111131515.0000000
FUTSTKCANBK30-MAR-2026,148.7200000,149.3000000,150.4000000,148.7400000,149.4700000,149.4700000,0.5000000,1719.0000000,3233250.0000000,479.0000000,483736590.0000000
FUTSTKCANBK28-APR-2026,149.3100000,150.3000000,150.9000000,149.5400000,150.0700000,150.0700000,0.5000000,288.0000000,303750.0000000,45.0000000,45614002.5000000
FUTSTKCANBK24-FEB-2026,148.2000000,148.2000000,149.9400000,148.1200000,148.9300000,148.9300000,0.4900000,24157.0000000,31583250.0000000,4679.0000000,4707555975.0000000
FUTSTKHEROMOTOCO24-FEB-2026,5850.5000000,5869.0000000,5869.0000000,5730.0000000,5756.0000000,5756.0000000,-1.6100000,24805.0000000,761250.0000000,5075.0000000,4393850625.0000000
FUTSTKHEROMOTOCO28-APR-2026,5911.0000000,5870.0000000,5901.0000000,5796.0000000,5816.5000000,5816.5000000,-1.5900000,46.0000000,5550.0000000,37.0000000,32352150.0000000
FUTSTKHEROMOTOCO30-MAR-2026,5877.0000000,5840.5000000,5878.5000000,5757.0000000,5782.0000000,5782.0000000,-1.6100000,503.0000000,25050.0000000,167.0000000,145316550.0000000
FUTSTKIDEA30-MAR-2026,11.4900000,11.3900000,11.5200000,11.2300000,11.3900000,11.3900000,-0.8700000,3697.0000000,84197550.0000000,1178.0000000,957702816.7500000
FUTSTKIDEA24-FEB-2026,11.4100000,11.4000000,11.4500000,11.1600000,11.3200000,11.3200000,-0.7800000,97351.0000000,486101475.0000000,6801.0000000,5494079546.2500000
FUTSTKIDEA28-APR-2026,11.5600000,11.4700000,11.5100000,11.3200000,11.4800000,11.4800000,-0.6900000,363.0000000,5289150.0000000,74.0000000,60436401.0000000
FUTSTKINDIANB30-MAR-2026,885.5500000,885.5500000,887.5500000,876.0000000,887.1500000,887.1500000,0.1800000,324.0000000,54000.0000000,54.0000000,47582550.0000000
FUTSTKINDIANB28-APR-2026,888.1000000,886.9000000,887.3500000,881.2000000,883.2500000,890.4500000,0.2600000,21.0000000,6000.0000000,6.0000000,5303150.0000000
FUTSTKINDIANB24-FEB-2026,882.6000000,884.0000000,884.8500000,871.2000000,881.5000000,881.5000000,-0.1200000,7929.0000000,1533000.0000000,1533.0000000,1347479500.0000000
FUTIDXNIFTYNXT5028-APR-2026,70170.8000000,0.0000000,0.0000000,0.0000000,,69827.8000000,-0.4800000,0.0000000,0.0000000,0.0000000,0.0000000
FUTIDXNIFTYNXT5030-MAR-2026,69773.6000000,69195.0000000,69548.6000000,69000.0000000,69403.6000000,69403.6000000,-0.5300000,40.0000000,325.0000000,13.0000000,22492055.0000000
FUTIDXNIFTYNXT5024-FEB-2026,69399.6000000,69210.0000000,69229.8000000,68632.2000000,69056.0000000,69056.0000000,-0.4900000,769.0000000,6900.0000000,276.0000000,475393935.0000000
FUTSTKSAIL30-MAR-2026,158.1500000,153.3500000,160.0000000,153.3500000,159.3300000,159.3300000,0.7400000,985.0000000,2072700.0000000,441.0000000,326187473.0000000
FUTSTKSAIL24-FEB-2026,157.7000000,156.0000000,159.9000000,152.5900000,158.5500000,158.5500000,0.5300000,41273.0000000,20219400.0000000,4302.0000000,3173241237.0000000
FUTSTKSAIL28-APR-2026,158.9700000,156.8700000,160.3200000,154.6700000,160.0200000,160.0200000,0.6600000,169.0000000,267900.0000000,57.0000000,42576125.0000000
FUTSTKSWIGGY24-FEB-2026,321.9000000,320.8500000,325.8000000,313.9000000,321.5500000,321.5500000,-0.1000000,23117.0000000,6038500.0000000,4645.0000000,1931484425.0000000
FUTSTKSWIGGY30-MAR-2026,320.7500000,318.8500000,323.3000000,312.8000000,319.2500000,319.2500000,-0.4600000,596.0000000,256100.0000000,197.0000000,81389880.0000000
FUTSTKSWIGGY28-APR-2026,320.3000000,317.5000000,321.4000000,312.5000000,319.0000000,319.0000000,-0.4000000,77.0000000,27300.0000000,21.0000000,8649225.0000000
FUTSTKTECHM24-FEB-2026,1648.2000000,1630.0000000,1665.0000000,1630.0000000,1653.4000000,1653.4000000,0.3100000,28866.0000000,2139000.0000000,3565.0000000,3530103000.0000000
FUTSTKTECHM30-MAR-2026,1657.0000000,1652.1000000,1672.0000000,1651.2000000,1663.7000000,1663.7000000,0.4000000,784.0000000,120600.0000000,201.0000000,200411640.0000000
FUTSTKTECHM28-APR-2026,1668.4000000,1668.4000000,1677.7000000,1662.0000000,1673.5000000,1673.5000000,0.3000000,99.0000000,16200.0000000,27.0000000,27063000.0000000
FUTSTKTRENT28-APR-2026,4078.6000000,4067.3000000,4199.0000000,3934.7000000,4192.8000000,4192.8000000,2.7900000,380.0000000,53600.0000000,536.0000000,220885240.0000000
FUTSTKTRENT30-MAR-2026,4050.6000000,3971.0000000,4174.8000000,3890.6000000,4167.2000000,4167.2000000,2.8700000,3800.0000000,287900.0000000,2879.0000000,1182553370.0000000
FUTSTKTRENT24-FEB-2026,4026.9000000,3979.0000000,4153.7000000,3872.1000000,4140.7000000,4140.7000000,2.8200000,72910.0000000,4039300.0000000,40393.0000000,16432247490.0000000
FUTSTKWAAREEENER24-FEB-2026,3108.9000000,3095.0000000,3133.2000000,3054.8000000,3079.9000000,3079.9000000,-0.9300000,12522.0000000,555625.0000000,3175.0000000,1714237840.0000000
FUTSTKWAAREEENER28-APR-2026,3144.6000000,3104.1000000,3104.1000000,3071.1000000,3092.3000000,3092.3000000,-1.6600000,38.0000000,2625.0000000,15.0000000,8116692.5000000
FUTSTKWAAREEENER30-MAR-2026,3107.7000000,3104.0000000,3137.3000000,3064.6000000,3086.4000000,3086.4000000,-0.6800000,365.0000000,28175.0000000,161.0000000,86892120.0000000
FUTSTKWIPRO24-FEB-2026,233.8100000,233.3000000,236.3900000,232.3500000,234.0400000,234.0400000,0.0900000,40584.0000000,19983000.0000000,6661.0000000,4685292210.0000000
FUTSTKWIPRO30-MAR-2026,233.5900000,234.0000000,236.1800000,232.2400000,233.9700000,233.9700000,0.1600000,6505.0000000,6009000.0000000,2003.0000000,1408802820.0000000
FUTSTKWIPRO28-APR-2026,233.6200000,233.7300000,235.9500000,232.4000000,234.0300000,234.0300000,0.1700000,732.0000000,801000.0000000,267.0000000,187579440.0000000
FUTSTKADANIENT24-FEB-2026,2235.0000000,2233.6000000,2248.0000000,2215.4000000,2241.8000000,2241.8000000,0.3000000,58420.0000000,2003556.0000000,6484.0000000,4467240037.5000000
FUTSTKADANIENT28-APR-2026,2244.8000000,2241.5000000,2256.7000000,2224.7000000,2252.3000000,2252.3000000,0.3300000,515.0000000,26265.0000000,85.0000000,58777238.4000000
FUTSTKADANIENT30-MAR-2026,2240.0000000,2233.3000000,2249.6000000,2220.1000000,2243.8000000,2243.8000000,0.1600000,2929.0000000,335574.0000000,1086.0000000,748029270.3000000
FUTSTKBAJAJ-AUTO30-MAR-2026,9683.0000000,9698.5000000,9708.5000000,9640.5000000,9689.0000000,9689.0000000,0.0600000,974.0000000,7125.0000000,95.0000000,68994225.0000000
FUTSTKBAJAJ-AUTO24-FEB-2026,9648.0000000,9592.0000000,9683.0000000,9592.0000000,9659.5000000,9659.5000000,0.1100000,40293.0000000,208800.0000000,2784.0000000,2015550712.5000000
FUTSTKBAJAJ-AUTO28-APR-2026,9760.5000000,9700.0000000,9731.5000000,9698.5000000,9698.5000000,9767.0000000,0.0600000,65.0000000,300.0000000,4.0000000,2912250.0000000
FUTSTKCDSL28-APR-2026,1368.4000000,1362.0000000,1369.7000000,1343.1000000,1368.6000000,1368.6000000,0.0100000,288.0000000,43700.0000000,92.0000000,59360560.0000000
FUTSTKCDSL30-MAR-2026,1369.8000000,1363.7000000,1368.3000000,1341.2000000,1364.2000000,1364.2000000,-0.4000000,3169.0000000,529150.0000000,1114.0000000,718822535.0000000
FUTSTKCDSL24-FEB-2026,1370.2000000,1372.0000000,1372.0000000,1342.0000000,1364.8000000,1364.8000000,-0.3900000,18645.0000000,1624975.0000000,3421.0000000,2205569780.0000000
FUTSTKDALBHARAT28-APR-2026,2168.1000000,2177.3000000,2180.0000000,2166.4000000,2180.0000000,2180.4000000,0.5600000,12.0000000,1625.0000000,5.0000000,3531450.0000000
FUTSTKDALBHARAT30-MAR-2026,2156.8000000,2172.6000000,2175.0000000,2158.0000000,2173.8000000,2173.8000000,0.7800000,109.0000000,11375.0000000,35.0000000,24663925.0000000
FUTSTKDALBHARAT24-FEB-2026,2146.6000000,2160.0000000,2167.1000000,2142.7000000,2162.8000000,2162.8000000,0.7500000,8108.0000000,252850.0000000,778.0000000,545340900.0000000
FUTSTKDMART30-MAR-2026,3831.3000000,3847.4000000,3942.0000000,3832.6000000,3932.2000000,3932.2000000,2.6300000,3017.0000000,430950.0000000,2873.0000000,1672079910.0000000
FUTSTKDMART24-FEB-2026,3831.4000000,3869.0000000,3945.0000000,3832.5000000,3933.7000000,3933.7000000,2.6700000,33405.0000000,961800.0000000,6412.0000000,3742045620.0000000
FUTSTKDMART28-APR-2026,3838.4000000,3856.0000000,3945.5000000,3834.5000000,3941.5000000,3941.5000000,2.6800000,82.0000000,13200.0000000,88.0000000,51388395.0000000
FUTSTKFORTIS28-APR-2026,872.0000000,878.7000000,878.7000000,878.6500000,878.7000000,867.8500000,-0.4700000,12.0000000,2325.0000000,3.0000000,2042938.7500000
FUTSTKFORTIS30-MAR-2026,867.5500000,862.9500000,879.4500000,856.5000000,866.3500000,866.3500000,-0.1300000,183.0000000,55025.0000000,71.0000000,47678426.2500000
FUTSTKFORTIS24-FEB-2026,863.4500000,856.6500000,875.0500000,851.5500000,860.9500000,860.9500000,-0.2800000,15310.0000000,1348500.0000000,1740.0000000,1161977378.7500000
FUTSTKICICIPRULI28-APR-2026,668.6500000,0.0000000,0.0000000,0.0000000,,663.3500000,-0.7900000,5.0000000,0.0000000,0.0000000,0.0000000
FUTSTKICICIPRULI24-FEB-2026,662.3000000,663.0000000,663.0000000,654.0000000,658.2500000,658.2500000,-0.6100000,15163.0000000,680800.0000000,736.0000000,448349627.5000000
FUTSTKICICIPRULI30-MAR-2026,665.6000000,662.6000000,663.8000000,661.0000000,662.6500000,662.6500000,-0.4400000,46.0000000,16650.0000000,18.0000000,11025352.5000000
FUTSTKKALYANKJIL30-MAR-2026,391.4500000,389.0000000,389.0000000,374.3500000,379.8500000,379.8500000,-2.9600000,1437.0000000,727325.0000000,619.0000000,276024713.7500000
FUTSTKKALYANKJIL24-FEB-2026,389.1500000,387.0000000,392.2500000,372.0500000,377.4500000,377.4500000,-3.0000000,26968.0000000,5308650.0000000,4518.0000000,2007328757.5000000
FUTSTKKALYANKJIL28-APR-2026,393.2000000,388.3000000,388.3000000,377.8500000,382.0500000,382.0500000,-2.8300000,113.0000000,79900.0000000,68.0000000,30658511.2500000
FUTSTKLODHA28-APR-2026,1069.5500000,1061.0000000,1061.0000000,1057.0000000,1057.0000000,1062.1500000,-0.6900000,44.0000000,900.0000000,2.0000000,953100.0000000
FUTSTKLODHA24-FEB-2026,1058.1000000,1054.0500000,1054.9500000,1035.8000000,1051.7000000,1051.7000000,-0.6000000,18953.0000000,1247850.0000000,2773.0000000,1306603395.0000000
FUTSTKLODHA30-MAR-2026,1061.1000000,1050.6000000,1058.9000000,1040.0000000,1056.5000000,1056.5000000,-0.4300000,593.0000000,45900.0000000,102.0000000,48247605.0000000
FUTSTKLUPIN24-FEB-2026,2203.3000000,2212.0000000,2247.9000000,2205.0000000,2226.3000000,2226.3000000,1.0400000,15466.0000000,2051900.0000000,4828.0000000,4566604600.0000000
FUTSTKLUPIN30-MAR-2026,2218.5000000,2224.4000000,2260.0000000,2218.7000000,2237.6000000,2237.6000000,0.8600000,210.0000000,103275.0000000,243.0000000,231140372.5000000
FUTSTKLUPIN28-APR-2026,2222.8000000,2238.6000000,2267.0000000,2232.0000000,2252.1000000,2252.1000000,1.3100000,54.0000000,17425.0000000,41.0000000,39223207.5000000
FUTSTKMANAPPURAM30-MAR-2026,296.3500000,289.5000000,298.0500000,287.7500000,297.1000000,297.1000000,0.2500000,231.0000000,387000.0000000,129.0000000,113338650.0000000
FUTSTKMANAPPURAM28-APR-2026,297.3500000,290.4500000,299.0000000,289.0500000,299.0000000,298.4000000,0.3500000,30.0000000,42000.0000000,14.0000000,12293250.0000000
FUTSTKMANAPPURAM24-FEB-2026,294.5500000,289.0000000,296.7000000,285.0000000,295.4500000,295.4500000,0.3000000,16022.0000000,13815000.0000000,4605.0000000,4022293050.0000000
FUTSTKNHPC24-FEB-2026,77.8300000,77.3200000,79.2900000,75.2200000,78.8600000,78.8600000,1.3200000,13675.0000000,31961600.0000000,4994.0000000,2491206208.0000000
FUTSTKNHPC30-MAR-2026,78.2600000,77.4000000,79.6400000,76.3400000,79.2000000,79.2000000,1.2000000,427.0000000,1203200.0000000,188.0000000,94510720.0000000
FUTSTKNHPC28-APR-2026,78.8600000,78.0700000,80.0000000,78.0700000,79.7500000,80.9900000,2.7000000,59.0000000,153600.0000000,24.0000000,12141632.0000000
FUTSTKPATANJALI30-MAR-2026,513.3000000,513.6000000,519.0500000,504.1500000,518.1500000,518.1500000,0.9400000,209.0000000,113400.0000000,126.0000000,58157775.0000000
FUTSTKPATANJALI24-FEB-2026,510.9000000,511.1500000,517.7000000,501.3500000,515.8500000,515.8500000,0.9600000,38911.0000000,3428100.0000000,3809.0000000,1752361695.0000000
FUTSTKPATANJALI28-APR-2026,517.8000000,511.0000000,521.0000000,508.5000000,521.0000000,521.0000000,0.6100000,26.0000000,7200.0000000,8.0000000,3703410.0000000
FUTSTKPERSISTENT30-MAR-2026,6029.5000000,5970.0000000,6047.5000000,5948.0000000,6015.0000000,6015.0000000,-0.2400000,447.0000000,27600.0000000,276.0000000,165702700.0000000
FUTSTKPERSISTENT24-FEB-2026,6002.0000000,5975.0000000,6018.0000000,5914.0000000,5990.0000000,5990.0000000,-0.1900000,20370.0000000,600100.0000000,6001.0000000,3584200400.0000000
FUTSTKPERSISTENT28-APR-2026,6067.0000000,6067.0000000,6082.0000000,5985.0000000,6053.5000000,6053.5000000,-0.2200000,78.0000000,2300.0000000,23.0000000,13889550.0000000
