CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKAMBER28-APR-2026,7899.0000000,7740.0000000,7799.5000000,7149.5000000,7262.0000000,7262.0000000,-8.0600000,435.0000000,98300.0000000,983.0000000,728305750.0000000
FUTSTKAMBER26-MAY-2026,7969.0000000,7673.5000000,7673.5000000,7191.0000000,7219.5000000,7219.5000000,-9.4000000,11.0000000,2800.0000000,28.0000000,20413800.0000000
FUTSTKAMBER30-MAR-2026,7894.0000000,7750.0000000,7796.0000000,7168.0000000,7288.5000000,7288.5000000,-7.6700000,9808.0000000,1199600.0000000,11996.0000000,8900217200.0000000
FUTSTKBANKBARODA30-MAR-2026,295.4000000,281.3000000,289.2500000,277.1500000,288.4500000,288.4500000,-2.3500000,29192.0000000,27711450.0000000,9474.0000000,7881073492.5000000
FUTSTKBANKBARODA28-APR-2026,297.3000000,280.0000000,291.1500000,280.0000000,290.5000000,290.5000000,-2.2800000,3004.0000000,11656125.0000000,3985.0000000,3354656467.5000000
FUTSTKBANKBARODA26-MAY-2026,299.2500000,285.9500000,292.7000000,284.0000000,291.9500000,291.9500000,-2.4300000,2344.0000000,6511050.0000000,2226.0000000,1861551315.0000000
FUTIDXBANKNIFTY28-APR-2026,58439.0000000,57100.0000000,57206.8000000,55868.2000000,56653.4000000,56653.4000000,-3.0500000,14361.0000000,331410.0000000,11047.0000000,18652912992.0000000
FUTIDXBANKNIFTY30-MAR-2026,58079.0000000,56400.0000000,56901.0000000,55527.4000000,56318.6000000,56318.6000000,-3.0300000,77124.0000000,1779690.0000000,59323.0000000,99663077418.0000000
FUTIDXBANKNIFTY26-MAY-2026,58679.0000000,57469.6000000,57469.6000000,56122.6000000,56904.6000000,56904.6000000,-3.0200000,9305.0000000,326250.0000000,10875.0000000,18464815008.0000000
FUTSTKBPCL26-MAY-2026,356.9500000,335.0000000,340.6500000,329.9500000,335.3500000,335.3500000,-6.0500000,69.0000000,179725.0000000,91.0000000,59912415.0000000
FUTSTKBPCL30-MAR-2026,352.6000000,335.0000000,337.9000000,323.9500000,332.6000000,332.6000000,-5.6700000,21026.0000000,27006150.0000000,13674.0000000,8960544683.7500000
FUTSTKBPCL28-APR-2026,354.7500000,342.0000000,342.0000000,326.8500000,334.3500000,334.3500000,-5.7500000,408.0000000,1317325.0000000,667.0000000,439368276.2500000
