CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKAPLAPOLLO28-APR-2026,2256.0000000,2271.6000000,2287.0000000,2266.4000000,2267.6000000,2267.6000000,0.5100000,83.0000000,8050.0000000,23.0000000,18304650.0000000
FUTSTKAPLAPOLLO30-MAR-2026,2241.3000000,2257.8000000,2281.3000000,2251.3000000,2257.2000000,2257.2000000,0.7000000,3866.0000000,245350.0000000,701.0000000,554680000.0000000
FUTSTKAPLAPOLLO24-FEB-2026,2228.9000000,2245.0000000,2267.9000000,2235.1000000,2242.8000000,2242.8000000,0.6200000,14702.0000000,675850.0000000,1931.0000000,1518998705.0000000
FUTSTKBAJAJFINSV28-APR-2026,2071.7000000,2080.1000000,2090.4000000,2076.3000000,2086.1000000,2086.1000000,0.6900000,141.0000000,11750.0000000,47.0000000,24479325.0000000
FUTSTKBAJAJFINSV30-MAR-2026,2059.7000000,2060.0000000,2080.1000000,2058.2000000,2072.7000000,2072.7000000,0.6300000,4292.0000000,717500.0000000,2870.0000000,1485817775.0000000
FUTSTKBAJAJFINSV24-FEB-2026,2047.0000000,2046.5000000,2067.2000000,2044.9000000,2059.2000000,2059.2000000,0.5900000,46883.0000000,1143500.0000000,4574.0000000,2353276425.0000000
FUTSTKBANKINDIA30-MAR-2026,171.8100000,173.0000000,174.5100000,171.3300000,173.6800000,173.6800000,1.0800000,2449.0000000,11622000.0000000,2235.0000000,2011863932.0000000
FUTSTKBANKINDIA24-FEB-2026,170.6700000,171.6000000,173.5000000,170.2200000,172.5300000,172.5300000,1.0800000,8445.0000000,22042800.0000000,4239.0000000,3789996808.0000000
FUTSTKBANKINDIA28-APR-2026,172.5700000,173.2500000,175.3600000,173.1000000,174.5400000,174.5400000,1.1400000,90.0000000,457600.0000000,88.0000000,79647100.0000000
FUTSTKCIPLA30-MAR-2026,1353.6000000,1354.9000000,1360.0000000,1344.4000000,1356.7000000,1356.7000000,0.2200000,3064.0000000,557250.0000000,1486.0000000,752604937.5000000
FUTSTKCIPLA24-FEB-2026,1344.6000000,1346.7000000,1352.0000000,1336.0000000,1348.2000000,1348.2000000,0.2600000,33838.0000000,1149750.0000000,3066.0000000,1544951850.0000000
FUTSTKCIPLA28-APR-2026,1361.6000000,1366.0000000,1366.0000000,1356.1000000,1365.6000000,1365.6000000,0.2900000,167.0000000,14625.0000000,39.0000000,19906575.0000000
FUTSTKHINDUNILVR24-FEB-2026,2315.2000000,2316.1000000,2332.5000000,2309.6000000,2327.7000000,2327.7000000,0.5300000,51962.0000000,1950900.0000000,6503.0000000,4527842760.0000000
FUTSTKHINDUNILVR30-MAR-2026,2329.6000000,2326.0000000,2345.0000000,2322.7000000,2340.0000000,2340.0000000,0.4400000,7363.0000000,1372200.0000000,4574.0000000,3203770410.0000000
FUTSTKHINDUNILVR28-APR-2026,2345.2000000,2345.0000000,2360.0000000,2339.9000000,2356.0000000,2356.0000000,0.4600000,348.0000000,15000.0000000,50.0000000,35274870.0000000
