CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKADANIPORTS28-APR-2026,1579.7000000,1568.8000000,1578.4000000,1565.8000000,1576.8000000,1576.8000000,-0.1800000,285.0000000,6175.0000000,13.0000000,9718690.0000000
FUTSTKADANIPORTS30-MAR-2026,1569.2000000,1575.0000000,1575.0000000,1555.0000000,1564.8000000,1564.8000000,-0.2800000,1702.0000000,130150.0000000,274.0000000,203402600.0000000
FUTSTKADANIPORTS24-FEB-2026,1559.4000000,1554.1000000,1562.9000000,1544.7000000,1555.8000000,1555.8000000,-0.2300000,43943.0000000,1312900.0000000,2764.0000000,2038792625.0000000
FUTSTKDIXON24-FEB-2026,11621.0000000,11720.0000000,11799.0000000,11500.0000000,11776.0000000,11776.0000000,1.3300000,46783.0000000,534950.0000000,10699.0000000,6251592350.0000000
FUTSTKDIXON28-APR-2026,11761.0000000,11757.0000000,11930.0000000,11654.0000000,11905.0000000,11905.0000000,1.2200000,577.0000000,7400.0000000,148.0000000,87445150.0000000
FUTSTKDIXON30-MAR-2026,11685.0000000,11688.0000000,11865.0000000,11563.0000000,11827.0000000,11827.0000000,1.2100000,4047.0000000,82350.0000000,1647.0000000,966729100.0000000
FUTSTKDMART24-FEB-2026,3998.8000000,4008.7000000,4023.8000000,3958.0000000,3988.1000000,3988.1000000,-0.2600000,34317.0000000,461550.0000000,3077.0000000,1839133425.0000000
FUTSTKDMART30-MAR-2026,3992.8000000,4017.3000000,4019.3000000,3950.2000000,3980.3000000,3980.3000000,-0.3100000,5597.0000000,186600.0000000,1244.0000000,741758670.0000000
FUTSTKDMART28-APR-2026,4002.7000000,4011.3000000,4011.3000000,3961.3000000,3980.8000000,3980.8000000,-0.5400000,250.0000000,5250.0000000,35.0000000,20886225.0000000
FUTSTKEXIDEIND28-APR-2026,343.1500000,344.2500000,346.3000000,343.0000000,345.5500000,345.5500000,0.6900000,204.0000000,64800.0000000,36.0000000,22333500.0000000
FUTSTKEXIDEIND24-FEB-2026,339.0500000,338.7500000,341.8000000,337.9500000,341.4500000,341.4500000,0.7000000,18139.0000000,2811600.0000000,1562.0000000,957085020.0000000
FUTSTKEXIDEIND30-MAR-2026,341.3000000,342.3000000,344.0000000,340.6500000,343.7000000,343.7000000,0.7000000,1072.0000000,271800.0000000,151.0000000,93118410.0000000
FUTSTKFEDERALBNK24-FEB-2026,281.8500000,281.1500000,294.2000000,279.2000000,291.5000000,291.5000000,3.4200000,11420.0000000,44420000.0000000,8884.0000000,12849504000.0000000
FUTSTKFEDERALBNK28-APR-2026,284.0000000,282.0000000,295.0000000,282.0000000,292.7000000,292.7000000,3.0600000,75.0000000,475000.0000000,95.0000000,138268000.0000000
FUTSTKFEDERALBNK30-MAR-2026,282.6500000,281.0000000,294.2500000,280.2000000,291.8000000,291.8000000,3.2300000,723.0000000,3320000.0000000,664.0000000,962705750.0000000
FUTSTKHDFCBANK24-FEB-2026,935.8000000,936.3000000,940.1000000,929.0000000,930.7000000,930.7000000,-0.5400000,421831.0000000,19204350.0000000,34917.0000000,17911095812.5000000
FUTSTKHDFCBANK28-APR-2026,947.4000000,946.2500000,951.5000000,940.6500000,942.0000000,942.0000000,-0.5600000,2231.0000000,222200.0000000,404.0000000,209610197.5000000
FUTSTKHDFCBANK30-MAR-2026,941.9500000,940.3000000,946.0500000,935.1000000,936.5500000,936.5500000,-0.5700000,54357.0000000,1647250.0000000,2995.0000000,1545027055.0000000
FUTSTKICICIPRULI30-MAR-2026,648.1500000,645.0500000,648.4000000,643.5000000,646.5500000,646.5500000,-0.2400000,94.0000000,29600.0000000,32.0000000,19115772.5000000
FUTSTKICICIPRULI28-APR-2026,652.5500000,649.3500000,650.2000000,648.7000000,650.2000000,648.3500000,-0.6400000,17.0000000,6475.0000000,7.0000000,4206437.5000000
FUTSTKICICIPRULI24-FEB-2026,644.8500000,641.1500000,645.7500000,638.5500000,643.1500000,643.1500000,-0.2600000,16732.0000000,1172900.0000000,1268.0000000,753584966.2500000
FUTSTKIDFCFIRSTB28-APR-2026,85.0000000,85.2000000,85.2000000,83.4100000,83.7400000,83.7400000,-1.4800000,305.0000000,797650.0000000,86.0000000,67001116.0000000
FUTSTKIDFCFIRSTB24-FEB-2026,84.0800000,84.0700000,84.2600000,82.3200000,82.7300000,82.7300000,-1.6000000,28509.0000000,38611825.0000000,4163.0000000,3207878768.5000000
FUTSTKIDFCFIRSTB30-MAR-2026,84.5800000,84.7000000,84.8100000,82.9000000,83.2300000,83.2300000,-1.5900000,2334.0000000,6538875.0000000,705.0000000,546693264.2500000
FUTSTKINDHOTEL24-FEB-2026,703.2500000,703.2500000,709.0000000,699.8000000,708.4500000,708.4500000,0.7300000,25479.0000000,2843000.0000000,2843.0000000,2006576750.0000000
FUTSTKINDHOTEL28-APR-2026,712.3000000,711.0000000,717.5000000,710.0000000,717.4000000,717.4000000,0.7100000,80.0000000,23000.0000000,23.0000000,16409550.0000000
FUTSTKINDHOTEL30-MAR-2026,707.5500000,707.5500000,713.8000000,704.1500000,712.7000000,712.7000000,0.7200000,753.0000000,192000.0000000,192.0000000,136151100.0000000
FUTSTKINDIGO24-FEB-2026,4978.1000000,4964.1000000,5074.0000000,4956.4000000,5017.6000000,5017.6000000,0.7900000,60830.0000000,1048800.0000000,6992.0000000,5269761675.0000000
FUTSTKINDIGO30-MAR-2026,5004.7000000,4901.0000000,5097.8000000,4901.0000000,5042.5000000,5042.5000000,0.7500000,983.0000000,60900.0000000,406.0000000,307638600.0000000
FUTSTKINDIGO28-APR-2026,5036.0000000,5034.0000000,5123.9000000,5020.5000000,5073.9000000,5071.5000000,0.7000000,133.0000000,6900.0000000,46.0000000,35058510.0000000
FUTSTKIRFC24-FEB-2026,115.8200000,115.7600000,115.7600000,113.3800000,114.2800000,114.2800000,-1.3200000,15110.0000000,11169000.0000000,2628.0000000,1274060877.5000000
FUTSTKIRFC30-MAR-2026,114.6300000,113.6000000,113.9000000,112.3000000,112.9600000,112.9600000,-1.4500000,2716.0000000,2443750.0000000,575.0000000,275805322.5000000
FUTSTKIRFC28-APR-2026,114.3000000,114.0000000,114.0000000,112.0000000,112.7200000,112.7200000,-1.3800000,557.0000000,459000.0000000,108.0000000,51721480.0000000
FUTSTKJUBLFOOD24-FEB-2026,556.2000000,569.4000000,572.7000000,537.5500000,545.0000000,545.0000000,-2.0100000,18626.0000000,16577500.0000000,13262.0000000,9135060750.0000000
FUTSTKJUBLFOOD28-APR-2026,550.0000000,560.0000000,560.0000000,530.5000000,536.4000000,536.4000000,-2.4700000,293.0000000,328750.0000000,263.0000000,178138187.5000000
FUTSTKJUBLFOOD30-MAR-2026,551.5500000,565.0000000,565.7000000,532.1000000,538.6000000,538.6000000,-2.3400000,2022.0000000,2388750.0000000,1911.0000000,1299249437.5000000
FUTSTKLT30-MAR-2026,4195.0000000,4205.0000000,4220.3000000,4171.0000000,4197.2000000,4197.2000000,0.0500000,7651.0000000,75250.0000000,430.0000000,315475265.0000000
FUTSTKLT28-APR-2026,4224.0000000,4230.0000000,4238.8000000,4196.1000000,4223.8000000,4223.8000000,0.0000000,399.0000000,16100.0000000,92.0000000,67881485.0000000
FUTSTKLT24-FEB-2026,4169.9000000,4173.0000000,4198.0000000,4143.7000000,4170.9000000,4170.9000000,0.0200000,78403.0000000,1238125.0000000,7075.0000000,5159392332.5000000
FUTSTKLUPIN28-APR-2026,2239.3000000,2241.8000000,2261.7000000,2233.9000000,2241.7000000,2241.7000000,0.1000000,64.0000000,6375.0000000,15.0000000,14324327.5000000
FUTSTKLUPIN30-MAR-2026,2225.0000000,2226.8000000,2251.0000000,2220.0000000,2228.4000000,2228.4000000,0.1500000,399.0000000,96475.0000000,227.0000000,215919380.0000000
FUTSTKLUPIN24-FEB-2026,2211.7000000,2223.8000000,2239.2000000,2205.0000000,2214.4000000,2214.4000000,0.1200000,19019.0000000,1886575.0000000,4439.0000000,4193693322.5000000
FUTSTKMPHASIS30-MAR-2026,2636.5000000,2639.8000000,2639.9000000,2570.0000000,2608.8000000,2608.8000000,-1.0500000,460.0000000,75625.0000000,275.0000000,196327670.0000000
