CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTK360ONE28-APR-2026,1085.1000000,1086.3000000,1087.0000000,1069.9000000,1070.3000000,1070.3000000,-1.3600000,86.0000000,5500.0000000,11.0000000,5923900.0000000
FUTSTK360ONE26-MAY-2026,1094.4000000,0.0000000,0.0000000,0.0000000,,1077.3000000,-1.5600000,2.0000000,0.0000000,0.0000000,0.0000000
FUTSTK360ONE30-MAR-2026,1083.0000000,1082.6000000,1089.0000000,1064.0000000,1066.7000000,1066.7000000,-1.5000000,6093.0000000,428500.0000000,857.0000000,460603850.0000000
FUTSTKABB30-MAR-2026,5943.0000000,5933.5000000,6127.0000000,5889.5000000,6070.5000000,6070.5000000,2.1400000,15860.0000000,590375.0000000,4723.0000000,3575582250.0000000
FUTSTKABB28-APR-2026,5959.0000000,5925.0000000,6148.0000000,5925.0000000,6089.5000000,6089.5000000,2.1800000,319.0000000,25125.0000000,201.0000000,152759687.5000000
FUTSTKABB26-MAY-2026,6002.5000000,6000.0000000,6135.5000000,6000.0000000,6085.0000000,6085.0000000,1.3700000,35.0000000,3000.0000000,24.0000000,18224937.5000000
FUTSTKABCAPITAL28-APR-2026,330.8000000,330.0000000,334.2000000,327.1000000,328.8500000,328.8500000,-0.5800000,253.0000000,241800.0000000,78.0000000,80128955.0000000
FUTSTKABCAPITAL26-MAY-2026,331.5000000,333.5000000,335.1000000,331.5000000,331.5000000,330.5500000,-0.2800000,13.0000000,18600.0000000,6.0000000,6200155.0000000
FUTSTKABCAPITAL30-MAR-2026,328.5500000,325.2500000,332.5500000,325.2500000,326.7000000,326.7000000,-0.5600000,15384.0000000,8782300.0000000,2833.0000000,2889273005.0000000
FUTSTKADANIENSOL30-MAR-2026,991.9000000,986.9000000,1009.0000000,984.0000000,993.4000000,993.4000000,0.1500000,30364.0000000,1925775.0000000,2853.0000000,1918615072.5000000
