CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKAMBER28-APR-2026,6440.0000000,6401.0000000,6556.5000000,6364.0000000,6482.5000000,6482.5000000,0.6500000,807.0000000,36200.0000000,362.0000000,233905850.0000000
FUTSTKAMBER26-MAY-2026,6435.0000000,6336.0000000,6450.0000000,6336.0000000,6360.0000000,6598.5000000,2.5400000,46.0000000,700.0000000,7.0000000,4469750.0000000
FUTSTKAMBER30-MAR-2026,6464.5000000,6440.0000000,6615.5000000,6378.5000000,6517.5000000,6517.5000000,0.8100000,11893.0000000,295800.0000000,2958.0000000,1922880550.0000000
FUTSTKBAJAJHLDNG28-APR-2026,9569.0000000,9568.0000000,9719.0000000,9472.0000000,9682.0000000,9682.0000000,1.1800000,168.0000000,2050.0000000,41.0000000,19687450.0000000
FUTSTKBAJAJHLDNG30-MAR-2026,9509.0000000,9552.0000000,9680.0000000,9367.0000000,9621.0000000,9621.0000000,1.1700000,4624.0000000,45900.0000000,918.0000000,438096250.0000000
FUTSTKBAJAJHLDNG26-MAY-2026,9613.0000000,9570.0000000,9775.0000000,9560.0000000,9775.0000000,9735.0000000,1.2600000,19.0000000,150.0000000,3.0000000,1445250.0000000
FUTSTKBANKBARODA28-APR-2026,283.4500000,283.6500000,285.0000000,275.2000000,282.6000000,282.6000000,-0.2900000,4317.0000000,4220775.0000000,1443.0000000,1183964535.0000000
FUTSTKBANKBARODA26-MAY-2026,284.9500000,284.0000000,285.9000000,277.0500000,283.4000000,283.4000000,-0.5400000,2399.0000000,974025.0000000,333.0000000,273416422.5000000
FUTSTKBANKBARODA30-MAR-2026,281.5500000,281.9000000,283.1500000,273.1500000,280.7500000,280.7500000,-0.2800000,29446.0000000,20975175.0000000,7171.0000000,5842019430.0000000
FUTSTKICICIGI26-MAY-2026,1857.7000000,1830.1000000,1861.0000000,1830.1000000,1861.0000000,1870.4000000,0.6800000,3.0000000,650.0000000,2.0000000,1199607.5000000
FUTSTKICICIGI28-APR-2026,1838.2000000,1838.4000000,1849.9000000,1815.0000000,1848.0000000,1848.0000000,0.5300000,78.0000000,18525.0000000,57.0000000,33946705.0000000
FUTSTKICICIGI30-MAR-2026,1833.9000000,1847.5000000,1850.9000000,1808.7000000,1846.6000000,1846.6000000,0.6900000,14841.0000000,763425.0000000,2349.0000000,1399158410.0000000
FUTSTKPERSISTENT28-APR-2026,4589.0000000,4600.0000000,4616.8000000,4513.9000000,4566.8000000,4566.8000000,-0.4800000,5373.0000000,270200.0000000,2702.0000000,1233330860.0000000
FUTSTKPERSISTENT30-MAR-2026,4607.0000000,4698.3000000,4698.3000000,4531.1000000,4589.1000000,4589.1000000,-0.3800000,41164.0000000,717200.0000000,7172.0000000,3291287520.0000000
FUTSTKPERSISTENT26-MAY-2026,4586.2000000,4588.7000000,4588.7000000,4527.0000000,4539.3000000,4688.9000000,2.2300000,166.0000000,1700.0000000,17.0000000,7754620.0000000
FUTSTKPGEL30-MAR-2026,496.9000000,497.0000000,510.5000000,481.7000000,505.3500000,505.3500000,1.7000000,13821.0000000,4660700.0000000,4906.0000000,2312440790.0000000
FUTSTKPGEL28-APR-2026,495.5000000,495.0000000,506.3500000,479.0500000,501.0500000,501.0500000,1.1200000,951.0000000,792300.0000000,834.0000000,390294010.0000000
FUTSTKPGEL26-MAY-2026,495.6000000,489.9000000,500.5000000,479.9000000,499.4000000,499.4000000,0.7600000,248.0000000,81700.0000000,86.0000000,40150705.0000000
FUTSTKSBILIFE28-APR-2026,1918.9000000,1920.0000000,1933.0000000,1899.5000000,1920.5000000,1920.5000000,0.0800000,418.0000000,87000.0000000,232.0000000,166562512.5000000
FUTSTKSBILIFE30-MAR-2026,1905.2000000,1900.0000000,1923.0000000,1887.1000000,1910.4000000,1910.4000000,0.2700000,23649.0000000,1197375.0000000,3193.0000000,2282424450.0000000
FUTSTKSBILIFE26-MAY-2026,1925.8000000,1912.2000000,1931.1000000,1910.0000000,1931.1000000,1929.7000000,0.2000000,51.0000000,4875.0000000,13.0000000,9356362.5000000
FUTSTKSOLARINDS30-MAR-2026,14245.0000000,14200.0000000,14449.0000000,13902.0000000,14108.0000000,14108.0000000,-0.9600000,11892.0000000,176300.0000000,3526.0000000,2492904900.0000000
FUTSTKSOLARINDS28-APR-2026,14321.0000000,14476.0000000,14528.0000000,14000.0000000,14189.0000000,14189.0000000,-0.9200000,1290.0000000,16300.0000000,326.0000000,231583050.0000000
FUTSTKSOLARINDS26-MAY-2026,14410.0000000,14400.0000000,14401.0000000,14100.0000000,14292.0000000,14292.0000000,-0.8100000,490.0000000,4150.0000000,83.0000000,59000550.0000000
FUTSTKTIINDIA26-MAY-2026,2485.8000000,2400.0000000,2420.1000000,2398.0000000,2415.1000000,2415.1000000,-2.8400000,55.0000000,1400.0000000,7.0000000,3369640.0000000
FUTSTKTIINDIA28-APR-2026,2462.5000000,2448.3000000,2463.2000000,2358.7000000,2428.9000000,2428.9000000,-1.3600000,667.0000000,72000.0000000,360.0000000,172739560.0000000
FUTSTKTIINDIA30-MAR-2026,2461.2000000,2425.3000000,2466.4000000,2358.3000000,2430.5000000,2430.5000000,-1.2400000,13978.0000000,631000.0000000,3155.0000000,1525191300.0000000
FUTSTKVEDL30-MAR-2026,687.6500000,687.6500000,692.7000000,672.5000000,681.0000000,681.0000000,-0.9600000,51209.0000000,12484400.0000000,10856.0000000,8516556207.5000000
FUTSTKVEDL28-APR-2026,688.4500000,688.4500000,693.5500000,674.2500000,683.2000000,683.2000000,-0.7600000,5297.0000000,1031550.0000000,897.0000000,705669957.5000000
FUTSTKVEDL26-MAY-2026,688.9500000,688.9500000,693.0000000,676.7500000,684.0500000,684.0500000,-0.7100000,2842.0000000,162150.0000000,141.0000000,111227367.5000000
FUTSTKYESBANK30-MAR-2026,18.8100000,18.7100000,18.8700000,18.2100000,18.6000000,18.6000000,-1.1100000,31443.0000000,165172100.0000000,5311.0000000,3051772403.0000000
FUTSTKYESBANK28-APR-2026,18.9400000,18.9500000,19.0000000,18.3500000,18.7300000,18.7300000,-1.1000000,4690.0000000,50475300.0000000,1623.0000000,939660065.0000000
FUTSTKYESBANK26-MAY-2026,19.0500000,18.9400000,19.1300000,18.4500000,18.8300000,18.8300000,-1.1500000,937.0000000,10791700.0000000,347.0000000,201996677.0000000
