time,spot_close,fut_open,fut_high,fut_low,fut_close,bias,oi,fut_volume,bid,ask,oiperct_from_last_day,oiperct_from_last_candle,oi_change,last_price_change
1769940000,150.44,162.8,163.7,151.88,152.21,1.77,38000,57000,0.0,0.0,0.0,0.0,0,0.0
1770026400,151.67,154.0,154.15,151.2,153.92,2.25,50000,33000,0.0,0.0,31.58,31.58,12,1.71
1770112800,158.01,160.15,161.0,158.9,160.33,2.32,51000,25000,0.0,0.0,2.0,2.0,1,6.41
1770199200,160.93,161.12,163.25,160.3,162.99,2.06,55000,16000,0.0,0.0,7.84,7.84,4,2.66
1770285600,163.46,164.24,166.5,163.9,165.85,2.39,52000,27000,0.0,0.0,-5.45,-5.45,-3,2.86
1770372000,163.66,165.88,165.95,163.35,165.01,1.35,54000,19000,0.0,0.0,3.85,3.85,2,-0.84
1770631200,168.41,169.7,172.6,169.44,170.65,2.24,81000,68000,0.0,0.0,50.0,50.0,27,5.64
1770717600,167.57,168.66,170.98,167.75,169.39,1.82,89000,29000,0.0,0.0,9.88,9.88,8,-1.26
1770804000,167.13,168.0,169.9,165.0,169.46,2.33,73000,60000,0.0,0.0,-17.98,-17.98,-16,0.07
1770890400,165.28,167.7,168.06,166.07,167.43,2.15,81000,21000,0.0,0.0,10.96,10.96,8,-2.03
1770976800,161.79,165.76,165.76,163.63,163.96,2.17,101000,33000,0.0,0.0,24.69,24.69,20,-3.47
1771236000,165.61,162.33,168.3,162.33,168.14,2.53,92000,22000,0.0,0.0,-8.91,-8.91,-9,4.18
1771322400,170.21,167.4,173.22,167.4,172.57,2.36,83000,113000,0.0,0.0,-9.78,-9.78,-9,4.43
1771408800,172.55,173.25,175.36,173.1,174.54,1.99,90000,88000,0.0,0.0,8.43,8.43,7,1.97
1771495200,169.16,174.6,175.48,170.84,171.44,2.28,102000,62000,0.0,0.0,13.33,13.33,12,-3.1
1771581600,171.7,170.97,174.49,170.97,173.3,1.6,129000,92000,0.0,0.0,26.47,26.47,27,1.86
1772445600,172.3,175.0,176.46,170.24,174.32,2.02,205000,177000,0.0,0.0,58.91,58.91,76,1.02
1772618400,163.39,170.3,170.86,162.0,165.17,1.78,262000,249000,0.0,0.0,27.8,27.8,57,-9.15
1772704800,164.18,167.7,168.5,163.51,165.93,1.75,275000,138000,0.0,0.0,4.96,4.96,13,0.76
1772791200,159.58,164.19,165.95,160.99,161.18,1.6,342000,162000,0.0,0.0,24.36,24.36,67,-4.75
1773050400,151.29,156.28,156.28,149.2,152.91,1.62,416000,442000,0.0,0.0,21.64,21.64,74,-8.27
1773136800,156.17,155.95,158.22,153.0,157.34,1.17,424000,233000,0.0,0.0,1.92,1.92,8,4.43
1773223200,154.3,158.0,158.84,155.0,155.3,1.0,421000,135000,0.0,0.0,-0.71,-0.71,-3,-2.04
1773309600,154.78,151.0,157.26,151.0,156.05,1.27,435000,163000,0.0,0.0,3.33,3.33,14,0.75
1773396000,150.2,155.56,155.61,151.15,151.35,1.15,487000,223000,0.0,0.0,11.95,11.95,52,-4.7
1773655200,150.67,150.34,153.0,148.2,151.68,1.01,508000,296000,0.0,0.0,4.31,4.31,21,0.33
1773741600,151.38,152.15,152.54,149.55,152.32,0.94,542000,182000,0.0,0.0,6.69,6.69,34,0.64
